arcId,groundStation,sat,meaCtrlST,meaCtrlET,feed
3328,'Ё╓╢╨-2',нюпг-156,63416,64648,0
3329,'Ё╓╢╨-2',нюпг-156,63416,64648,1
3330,'©╕й╡-2',нюпг-11,63525,64655,0
3331,'©╕й╡-2',нюпг-11,63525,64655,1
3332,'ю╔цВ-1',нюпг-156,63447,64662,0
3333,'ю╔цВ-1',нюпг-156,63447,64662,1
3334,'©Б╤Шюу-1',нюпг-98,63599,64695,0
3335,'©Б╤Шюу-1',нюпг-98,63599,64695,1
3336,'нзбЁд╬фК-2',нюпг-139,63558,64800,0
3337,'нзбЁд╬фК-2',нюпг-139,63558,64800,1
3338,'ю╜хЬ-1',нюпг-123,63813,64922,0
3339,'ю╜хЬ-1',нюпг-123,63813,64922,1
3340,'ю╜хЬ-2',нюпг-98,63798,64962,0
3341,'ю╜хЬ-2',нюпг-98,63798,64962,1
3342,'╬фх╙-1',нюпг-106,63817,65027,0
3343,'╬фх╙-1',нюпг-106,63817,65027,1
3344,'пш╟╡-2',нюпг-106,64051,65123,0
3345,'пш╟╡-2',нюпг-106,64051,65123,1
3346,'ю╔цВ-2',нюпг-123,64037,65159,0
3347,'ю╔цВ-2',нюпг-123,64037,65159,1
3348,'╧Ч╤Ш╠У-2',нюпг-123,64070,65209,0
3349,'╧Ч╤Ш╠У-2',нюпг-123,64070,65209,1
3350,'╧Ч╤Ш╠У-1',нюпг-123,64071,65211,0
3351,'╧Ч╤Ш╠У-1',нюпг-123,64071,65211,1
3352,'ио╨ё-2',нюпг-139,64089,65216,0
3353,'ио╨ё-2',нюпг-139,64089,65216,1
3354,'╪яд╬к╧-2',нюпг-131,64068,65295,0
3355,'╪яд╬к╧-2',нюпг-131,64068,65295,1
3356,'гьаК-2',нюпг-164,64276,65309,0
3357,'гьаК-2',нюпг-164,64276,65309,1
3358,'гьаК-1',нюпг-123,64190,65370,0
3359,'гьаК-1',нюпг-123,64190,65370,1
3360,'иНшз-2',нюпг-123,64208,65386,0
3361,'иНшз-2',нюпг-123,64208,65386,1
3362,'©╕й╡-1',нюпг-97,64250,65429,0
3363,'©╕й╡-1',нюпг-97,64250,65429,1
3364,'╨ёдо-1',нюпг-155,64207,65431,0
3365,'╨ёдо-1',нюпг-155,64207,65431,1
3366,'©Б╤Шюу-2',нюпг-97,64370,65431,0
3367,'©Б╤Шюу-2',нюпг-97,64370,65431,1
3368,'╨ёдо-2',нюпг-155,64208,65432,0
3369,'╨ёдо-2',нюпг-155,64208,65432,1
3370,'ю╪жщ-2',нюпг-97,64752,65522,0
3371,'ю╪жщ-2',нюпг-97,64752,65522,1
3372,'додЧ-2',нюпг-20,64557,65538,0
3373,'додЧ-2',нюпг-20,64557,65538,1
3374,'нзбЁд╬фК-1',нюпг-29,64713,65619,0
3375,'нзбЁд╬фК-1',нюпг-29,64713,65619,1
3376,'гЮ╣╨-1',нюпг-39,64815,65620,0
3377,'гЮ╣╨-1',нюпг-39,64815,65620,1
3378,'╬фх╙-2',нюпг-130,64476,65682,0
3379,'╬фх╙-2',нюпг-130,64476,65682,1
3380,'ю╪жщ-1',нюпг-130,64588,65761,0
3381,'ю╪жщ-1',нюпг-130,64588,65761,1
3382,'╪яд╬к╧-1',нюпг-164,64840,65826,0
3383,'╪яд╬к╧-1',нюпг-164,64840,65826,1
3384,'м╜╢╗-1',нюпг-130,64675,65849,0
3385,'м╜╢╗-1',нюпг-130,64675,65849,1
3386,'жьгЛ-2',нюпг-146,64694,65856,0
3387,'жьгЛ-2',нюпг-146,64694,65856,1
3388,'╠╠╬╘-2',нюпг-29,64744,65929,0
3389,'╠╠╬╘-2',нюпг-29,64744,65929,1
3390,'м╜╢╗-2',нюпг-114,64774,65933,0
3391,'м╜╢╗-2',нюпг-114,64774,65933,1
3392,'пш╟╡-1',нюпг-29,64755,65938,0
3393,'пш╟╡-1',нюпг-29,64755,65938,1
3394,'╠╠╬╘-1',нюпг-138,64739,65940,0
3395,'╠╠╬╘-1',нюпг-138,64739,65940,1
3396,'жьгЛ-1',нюпг-122,64767,65978,0
3397,'жьгЛ-1',нюпг-122,64767,65978,1
3398,'гЮ╣╨-2',нюпг-138,64825,65986,0
3399,'гЮ╣╨-2',нюпг-138,64825,65986,1
3400,'ио╨ё-1',нюпг-29,64848,66031,0
3401,'ио╨ё-1',нюпг-29,64848,66031,1
3402,'додЧ-1',нюпг-122,64899,66061,0
3403,'додЧ-1',нюпг-122,64899,66061,1
3404,'иНшз-1',нюпг-163,64996,66096,0
3405,'иНшз-1',нюпг-163,64996,66096,1
3406,'Ё╓╢╨-2',нюпг-122,65000,66114,0
3407,'Ё╓╢╨-2',нюпг-122,65000,66114,1
3408,'ю╔цВ-1',нюпг-29,65061,66121,0
3409,'ю╔цВ-1',нюпг-29,65061,66121,1
3410,'Ё╓╢╨-1',нюпг-154,64955,66165,0
3411,'Ё╓╢╨-1',нюпг-154,64955,66165,1
3412,'©╕й╡-2',нюпг-105,65015,66171,0
3413,'©╕й╡-2',нюпг-105,65015,66171,1
3414,'©Б╤Шюу-1',нюпг-137,65055,66290,0
3415,'©Б╤Шюу-1',нюпг-137,65055,66290,1
3416,'нзбЁд╬фК-2',нюпг-113,65168,66373,0
3417,'нзбЁд╬фК-2',нюпг-113,65168,66373,1
3418,'ю╜хЬ-2',нюпг-121,65344,66490,0
3419,'ю╜хЬ-2',нюпг-121,65344,66490,1
3420,'╬фх╙-1',нюпг-28,65417,66509,0
3421,'╬фх╙-1',нюпг-28,65417,66509,1
3422,'ю╜хЬ-1',нюпг-113,65371,66609,0
3423,'ю╜хЬ-1',нюпг-113,65371,66609,1
3424,'пш╟╡-2',нюпг-137,65497,66695,0
3425,'пш╟╡-2',нюпг-137,65497,66695,1
3426,'ю╔цВ-2',нюпг-121,65556,66725,0
3427,'ю╔цВ-2',нюпг-121,65556,66725,1
3428,'додЧ-2',нюпг-18,65923,66756,0
3429,'додЧ-2',нюпг-18,65923,66756,1
3430,'╧Ч╤Ш╠У-2',нюпг-129,65555,66782,0
3431,'╧Ч╤Ш╠У-2',нюпг-129,65555,66782,1
3432,'╧Ч╤Ш╠У-1',нюпг-129,65556,66783,0
3433,'╧Ч╤Ш╠У-1',нюпг-129,65556,66783,1
3434,'ио╨ё-2',нюпг-129,65610,66830,0
3435,'ио╨ё-2',нюпг-129,65610,66830,1
3436,'иНшз-2',нюпг-162,65731,66872,0
3437,'иНшз-2',нюпг-162,65731,66872,1
3438,'╪яд╬к╧-2',нюпг-137,65656,66899,0
3439,'╪яд╬к╧-2',нюпг-137,65656,66899,1
3440,'©╕й╡-1',нюпг-104,65784,66914,0
3441,'©╕й╡-1',нюпг-104,65784,66914,1
3442,'гьаК-2',нюпг-121,65707,66921,0
3443,'гьаК-2',нюпг-121,65707,66921,1
3444,'гьаК-1',нюпг-113,65743,66924,0
3445,'гьаК-1',нюпг-113,65743,66924,1
3446,'╨ёдо-2',нюпг-28,65788,66952,0
3447,'╨ёдо-2',нюпг-28,65788,66952,1
3448,'╨ёдо-1',нюпг-28,65790,66953,0
3449,'╨ёдо-1',нюпг-28,65790,66953,1
3450,'нзбЁд╬фК-1',нюпг-27,66002,67010,0
3451,'нзбЁд╬фК-1',нюпг-27,66002,67010,1
3452,'©Б╤Шюу-2',нюпг-128,65824,67040,0
3453,'©Б╤Шюу-2',нюпг-128,65824,67040,1
3454,'ю╪жщ-2',нюпг-153,65893,67104,0
3455,'ю╪жщ-2',нюпг-153,65893,67104,1
3456,'гЮ╣╨-1',нюпг-162,66043,67119,0
3457,'гЮ╣╨-1',нюпг-162,66043,67119,1
3458,'╬фх╙-2',нюпг-120,66066,67307,0
3459,'╬фх╙-2',нюпг-120,66066,67307,1
3460,'ю╪жщ-1',нюпг-128,66125,67314,0
3461,'ю╪жщ-1',нюпг-128,66125,67314,1
3462,'м╜╢╗-1',нюпг-128,66208,67403,0
3463,'м╜╢╗-1',нюпг-128,66208,67403,1
3464,'жьгЛ-2',нюпг-27,66248,67411,0
3465,'жьгЛ-2',нюпг-27,66248,67411,1
3466,'пш╟╡-1',нюпг-120,66279,67484,0
3467,'пш╟╡-1',нюпг-120,66279,67484,1
3468,'╠╠╬╘-2',нюпг-136,66279,67485,0
3469,'╠╠╬╘-2',нюпг-136,66279,67485,1
3470,'м╜╢╗-2',нюпг-144,66308,67493,0
3471,'м╜╢╗-2',нюпг-144,66308,67493,1
3472,'жьгЛ-1',нюпг-112,66335,67504,0
3473,'жьгЛ-1',нюпг-112,66335,67504,1
3474,'╪яд╬к╧-1',нюпг-153,66301,67537,0
3475,'╪яд╬к╧-1',нюпг-153,66301,67537,1
3476,'гЮ╣╨-2',нюпг-128,66334,67568,0
3477,'гЮ╣╨-2',нюпг-128,66334,67568,1
3478,'ио╨ё-1',нюпг-128,66372,67600,0
3479,'ио╨ё-1',нюпг-128,66372,67600,1
3480,'додЧ-1',нюпг-120,66414,67617,0
3481,'додЧ-1',нюпг-120,66414,67617,1
3482,'иНшз-1',нюпг-161,66475,67646,0
3483,'иНшз-1',нюпг-161,66475,67646,1
3484,'©╕й╡-2',нюпг-103,66553,67648,0
3485,'©╕й╡-2',нюпг-103,66553,67648,1
3486,'╠╠╬╘-1',нюпг-144,66436,67651,0
3487,'╠╠╬╘-1',нюпг-144,66436,67651,1
3488,'©Б╤Шюу-1',нюпг-26,66701,67708,0
3489,'©Б╤Шюу-1',нюпг-26,66701,67708,1
3490,'ю╔цВ-1',нюпг-152,66478,67714,0
3491,'ю╔цВ-1',нюпг-152,66478,67714,1
3492,'Ё╓╢╨-1',нюпг-112,66519,67732,0
3493,'Ё╓╢╨-1',нюпг-112,66519,67732,1
3494,'Ё╓╢╨-2',нюпг-112,66520,67734,0
3495,'Ё╓╢╨-2',нюпг-112,66520,67734,1
3496,'нзбЁд╬фК-2',нюпг-16,66726,67876,0
3497,'нзбЁд╬фК-2',нюпг-16,66726,67876,1
3498,'ю╜хЬ-1',нюпг-26,66949,67964,0
3499,'ю╜хЬ-1',нюпг-26,66949,67964,1
3500,'╬фх╙-1',нюпг-111,66882,68006,0
3501,'╬фх╙-1',нюпг-111,66882,68006,1
3502,'ю╜хЬ-2',нюпг-119,66870,68051,0
3503,'ю╜хЬ-2',нюпг-119,66870,68051,1
3504,'ю╪жщ-2',нюпг-35,67513,68082,0
3505,'ю╪жщ-2',нюпг-35,67513,68082,1
3506,'╧Ч╤Ш╠У-2',нюпг-119,67145,68145,0
3507,'╧Ч╤Ш╠У-2',нюпг-119,67145,68145,1
3508,'╧Ч╤Ш╠У-1',нюпг-119,67146,68148,0
3509,'╧Ч╤Ш╠У-1',нюпг-119,67146,68148,1
3510,'пш╟╡-2',нюпг-135,67037,68241,0
3511,'пш╟╡-2',нюпг-135,67037,68241,1
3512,'ю╔цВ-2',нюпг-111,67104,68306,0
3513,'ю╔цВ-2',нюпг-111,67104,68306,1
3514,'ио╨ё-2',нюпг-135,67178,68333,0
3515,'ио╨ё-2',нюпг-135,67178,68333,1
3516,'╪яд╬к╧-2',нюпг-25,67278,68334,0
3517,'╪яд╬к╧-2',нюпг-25,67278,68334,1
3518,'©╕й╡-1',нюпг-102,67326,68383,0
3519,'©╕й╡-1',нюпг-102,67326,68383,1
3520,'додЧ-2',нюпг-119,67171,68388,0
3521,'додЧ-2',нюпг-119,67171,68388,1
3522,'гьаК-1',нюпг-111,67289,68406,0
3523,'гьаК-1',нюпг-111,67289,68406,1
3524,'гьаК-2',нюпг-111,67291,68408,0
3525,'гьаК-2',нюпг-111,67291,68408,1
3526,'иНшз-2',нюпг-160,67218,68414,0
3527,'иНшз-2',нюпг-160,67218,68414,1
3528,'╨ёдо-1',нюпг-151,67311,68455,0
3529,'╨ёдо-1',нюпг-151,67311,68455,1
3530,'╨ёдо-2',нюпг-151,67312,68457,0
3531,'╨ёдо-2',нюпг-151,67312,68457,1
3532,'©Б╤Шюу-2',нюпг-15,67425,68564,0
3533,'©Б╤Шюу-2',нюпг-15,67425,68564,1
3534,'нзбЁд╬фК-1',нюпг-126,67370,68604,0
3535,'нзбЁд╬фК-1',нюпг-126,67370,68604,1
3536,'гЮ╣╨-1',нюпг-160,67516,68662,0
3537,'гЮ╣╨-1',нюпг-160,67516,68662,1
3538,'╬фх╙-2',нюпг-110,67651,68740,0
3539,'╬фх╙-2',нюпг-110,67651,68740,1
3540,'ю╪жщ-1',нюпг-126,67657,68864,0
3541,'ю╪жщ-1',нюпг-126,67657,68864,1
3542,'м╜╢╗-1',нюпг-134,67755,68895,0
3543,'м╜╢╗-1',нюпг-134,67755,68895,1
3544,'жьгЛ-1',нюпг-110,67880,68982,0
3545,'жьгЛ-1',нюпг-110,67880,68982,1
3546,'╠╠╬╘-2',нюпг-34,67937,68992,0
3547,'╠╠╬╘-2',нюпг-34,67937,68992,1
3548,'м╜╢╗-2',нюпг-142,67864,69028,0
3549,'м╜╢╗-2',нюпг-142,67864,69028,1
3550,'╪яд╬к╧-1',нюпг-126,67881,69047,0
3551,'╪яд╬к╧-1',нюпг-126,67881,69047,1
3552,'жьгЛ-2',нюпг-118,67811,69049,0
3553,'жьгЛ-2',нюпг-118,67811,69049,1
3554,'гЮ╣╨-2',нюпг-118,67909,69063,0
3555,'гЮ╣╨-2',нюпг-118,67909,69063,1
3556,'ио╨ё-1',нюпг-134,67945,69112,0
3557,'ио╨ё-1',нюпг-134,67945,69112,1
3558,'додЧ-1',нюпг-110,67985,69129,0
3559,'додЧ-1',нюпг-110,67985,69129,1
3560,'пш╟╡-1',нюпг-142,67965,69169,0
3561,'пш╟╡-1',нюпг-142,67965,69169,1
3562,'╠╠╬╘-1',нюпг-24,68033,69180,0
3563,'╠╠╬╘-1',нюпг-24,68033,69180,1
3564,'Ё╓╢╨-2',нюпг-159,68074,69182,0
3565,'Ё╓╢╨-2',нюпг-159,68074,69182,1
3566,'Ё╓╢╨-1',нюпг-159,68075,69184,0
3567,'Ё╓╢╨-1',нюпг-159,68075,69184,1
3568,'©╕й╡-2',нюпг-125,67999,69197,0
3569,'©╕й╡-2',нюпг-125,67999,69197,1
3570,'иНшз-1',нюпг-118,68000,69237,0
3571,'иНшз-1',нюпг-118,68000,69237,1
3572,'©Б╤Шюу-1',нюпг-125,68129,69352,0
3573,'©Б╤Шюу-1',нюпг-125,68129,69352,1
3574,'нзбЁд╬фК-2',нюпг-109,68228,69353,0
3575,'нзбЁд╬фК-2',нюпг-109,68228,69353,1
3576,'ю╜хЬ-1',нюпг-150,68317,69480,0
3577,'ю╜хЬ-1',нюпг-150,68317,69480,1
3578,'╬фх╙-1',нюпг-117,68356,69586,0
3579,'╬фх╙-1',нюпг-117,68356,69586,1
3580,'ю╪жщ-2',нюпг-133,68434,69591,0
3581,'ю╪жщ-2',нюпг-133,68434,69591,1
3582,'ю╜хЬ-2',нюпг-117,68393,69603,0
3583,'ю╜хЬ-2',нюпг-117,68393,69603,1
3584,'╧Ч╤Ш╠У-2',нюпг-159,68529,69772,0
3585,'╧Ч╤Ш╠У-2',нюпг-159,68529,69772,1
3586,'╧Ч╤Ш╠У-1',нюпг-125,68608,69789,0
3587,'╧Ч╤Ш╠У-1',нюпг-125,68608,69789,1
3588,'ю╔цВ-2',нюпг-167,68692,69818,0
3589,'ю╔цВ-2',нюпг-167,68692,69818,1
3590,'ю╔цВ-1',нюпг-117,68594,69822,0
3591,'ю╔цВ-1',нюпг-117,68594,69822,1
3592,'ио╨ё-2',нюпг-117,68716,69847,0
3593,'ио╨ё-2',нюпг-117,68716,69847,1
3594,'додЧ-2',нюпг-109,68760,69864,0
3595,'додЧ-2',нюпг-109,68760,69864,1
3596,'иНшз-2',нюпг-125,68759,69886,0
3597,'иНшз-2',нюпг-125,68759,69886,1
3598,'©╕й╡-1',нюпг-13,68763,69929,0
3599,'©╕й╡-1',нюпг-13,68763,69929,1
3600,'пш╟╡-2',нюпг-150,68738,69939,0
3601,'пш╟╡-2',нюпг-150,68738,69939,1
3602,'╪яд╬к╧-2',нюпг-133,68708,69946,0
3603,'╪яд╬к╧-2',нюпг-133,68708,69946,1
3604,'╨ёдо-2',нюпг-109,68835,69950,0
3605,'╨ёдо-2',нюпг-109,68835,69950,1
3606,'╨ёдо-1',нюпг-109,68836,69952,0
3607,'╨ёдо-1',нюпг-109,68836,69952,1
3608,'гьаК-1',нюпг-117,68746,69982,0
3609,'гьаК-1',нюпг-117,68746,69982,1
3610,'гьаК-2',нюпг-117,68748,69983,0
3611,'гьаК-2',нюпг-117,68748,69983,1
3612,'©Б╤Шюу-2',нюпг-141,68905,70124,0
3613,'©Б╤Шюу-2',нюпг-141,68905,70124,1
3614,'нзбЁд╬фК-1',нюпг-116,68946,70178,0
3615,'нзбЁд╬фК-1',нюпг-116,68946,70178,1
3616,'гЮ╣╨-1',нюпг-167,69004,70197,0
3617,'гЮ╣╨-1',нюпг-167,69004,70197,1
3618,'╬фх╙-2',нюпг-141,69098,70298,0
3619,'╬фх╙-2',нюпг-141,69098,70298,1
3620,'м╜╢╗-2',нюпг-32,69370,70358,0
3621,'м╜╢╗-2',нюпг-32,69370,70358,1
3622,'ю╪жщ-1',нюпг-141,69208,70367,0
3623,'ю╪жщ-1',нюпг-141,69208,70367,1
3624,'╠╠╬╘-2',нюпг-22,69353,70453,0
3625,'╠╠╬╘-2',нюпг-22,69353,70453,1
3626,'жьгЛ-2',нюпг-149,69403,70458,0
3627,'жьгЛ-2',нюпг-149,69403,70458,1
3628,'м╜╢╗-1',нюпг-124,69265,70494,0
3629,'м╜╢╗-1',нюпг-124,69265,70494,1
3630,'╪яд╬к╧-1',нюпг-124,69410,70532,0
3631,'╪яд╬к╧-1',нюпг-124,69410,70532,1
3632,'жьгЛ-1',нюпг-116,69337,70570,0
3633,'жьгЛ-1',нюпг-116,69337,70570,1
3634,'додЧ-1',нюпг-108,69541,70598,0
3635,'додЧ-1',нюпг-108,69541,70598,1
3636,'иНшз-1',нюпг-32,69604,70631,0
3637,'иНшз-1',нюпг-32,69604,70631,1
3638,'гЮ╣╨-2',нюпг-141,69441,70643,0
3639,'гЮ╣╨-2',нюпг-141,69441,70643,1
3640,'ио╨ё-1',нюпг-141,69479,70668,0
3641,'ио╨ё-1',нюпг-141,69479,70668,1
3642,'пш╟╡-1',нюпг-149,69511,70709,0
3643,'пш╟╡-1',нюпг-149,69511,70709,1
3644,'╠╠╬╘-1',нюпг-149,69525,70728,0
3645,'╠╠╬╘-1',нюпг-149,69525,70728,1
3646,'©╕й╡-2',нюпг-132,69540,70743,0
3647,'©╕й╡-2',нюпг-132,69540,70743,1
3648,'Ё╓╢╨-1',нюпг-116,69534,70766,0
3649,'Ё╓╢╨-1',нюпг-116,69534,70766,1
3650,'Ё╓╢╨-2',нюпг-116,69535,70768,0
3651,'Ё╓╢╨-2',нюпг-116,69535,70768,1
3652,'нзбЁд╬фК-2',нюпг-107,69765,70823,0
3653,'нзбЁд╬фК-2',нюпг-107,69765,70823,1
3654,'©Б╤Шюу-1',нюпг-115,69709,70945,0
3655,'©Б╤Шюу-1',нюпг-115,69709,70945,1
3656,'ю╜хЬ-1',нюпг-148,69882,71008,0
3657,'ю╜хЬ-1',нюпг-148,69882,71008,1
3658,'ю╜хЬ-2',нюпг-107,69961,71131,0
3659,'ю╜хЬ-2',нюпг-107,69961,71131,1
3660,'╬фх╙-1',нюпг-21,69984,71169,0
3661,'╬фх╙-1',нюпг-21,69984,71169,1
3662,'ю╪жщ-2',нюпг-132,69948,71179,0
3663,'ю╪жщ-2',нюпг-132,69948,71179,1
3664,'ю╔цВ-2',нюпг-107,70195,71267,0
3665,'ю╔цВ-2',нюпг-107,70195,71267,1
3666,'ю╔цВ-1',нюпг-107,70196,71269,0
3667,'ю╔цВ-1',нюпг-107,70196,71269,1
3668,'╧Ч╤Ш╠У-2',нюпг-132,70136,71275,0
3669,'╧Ч╤Ш╠У-2',нюпг-132,70136,71275,1
3670,'╧Ч╤Ш╠У-1',нюпг-132,70137,71277,0
3671,'╧Ч╤Ш╠У-1',нюпг-132,70137,71277,1
3672,'╨ёдо-2',нюпг-31,70336,71333,0
3673,'╨ёдо-2',нюпг-31,70336,71333,1
3674,'╪яд╬к╧-2',нюпг-50,70291,71337,0
3675,'╪яд╬к╧-2',нюпг-50,70291,71337,1
3676,'додЧ-2',нюпг-132,70205,71343,0
3677,'додЧ-2',нюпг-132,70205,71343,1
3678,'гьаК-1',нюпг-21,70331,71400,0
3679,'гьаК-1',нюпг-21,70331,71400,1
3680,'╨ёдо-1',нюпг-132,70300,71402,0
3681,'╨ёдо-1',нюпг-132,70300,71402,1
3682,'гьаК-2',нюпг-21,70333,71402,0
3683,'гьаК-2',нюпг-21,70333,71402,1
3684,'ио╨ё-2',нюпг-140,70246,71444,0
3685,'ио╨ё-2',нюпг-140,70246,71444,1
3686,'иНшз-2',нюпг-165,70236,71472,0
3687,'иНшз-2',нюпг-165,70236,71472,1
3688,'пш╟╡-2',нюпг-148,70283,71481,0
3689,'пш╟╡-2',нюпг-148,70283,71481,1
3690,'©╕й╡-1',нюпг-139,70299,71504,0
3691,'©╕й╡-1',нюпг-139,70299,71504,1
3692,'©Б╤Шюу-2',нюпг-123,70473,71704,0
3693,'©Б╤Шюу-2',нюпг-123,70473,71704,1
3694,'нзбЁд╬фК-1',нюпг-30,70560,71738,0
3695,'нзбЁд╬фК-1',нюпг-30,70560,71738,1
3696,'гЮ╣╨-1',нюпг-40,70604,71778,0
3697,'гЮ╣╨-1',нюпг-40,70604,71778,1
3698,'╬фх╙-2',нюпг-30,70639,71819,0
3699,'╬фх╙-2',нюпг-30,70639,71819,1
3700,'ю╪жщ-1',нюпг-131,70713,71948,0
3701,'ю╪жщ-1',нюпг-131,70713,71948,1
3702,'жьгЛ-2',нюпг-30,70842,71971,0
3703,'жьгЛ-2',нюпг-30,70842,71971,1
3704,'жьгЛ-1',нюпг-147,70977,72004,0
3705,'жьгЛ-1',нюпг-147,70977,72004,1
3706,'м╜╢╗-1',нюпг-139,70838,72009,0
3707,'м╜╢╗-1',нюпг-139,70838,72009,1
3708,'м╜╢╗-2',нюпг-131,70791,72030,0
3709,'м╜╢╗-2',нюпг-131,70791,72030,1
3710,'╠╠╬╘-2',нюпг-131,70824,72046,0
3711,'╠╠╬╘-2',нюпг-131,70824,72046,1
3712,'╪яд╬к╧-1',нюпг-156,70873,72116,0
3713,'╪яд╬к╧-1',нюпг-156,70873,72116,1
3714,'додЧ-1',нюпг-131,70964,72126,0
3715,'додЧ-1',нюпг-131,70964,72126,1
3716,'Ё╓╢╨-1',нюпг-106,71184,72160,0
3717,'Ё╓╢╨-1',нюпг-106,71184,72160,1
3718,'Ё╓╢╨-2',нюпг-106,71185,72163,0
3719,'Ё╓╢╨-2',нюпг-106,71185,72163,1
3720,'ио╨ё-1',нюпг-139,71009,72219,0
3721,'ио╨ё-1',нюпг-139,71009,72219,1
3722,'иНшз-1',нюпг-164,71000,72235,0
3723,'иНшз-1',нюпг-164,71000,72235,1
3724,'пш╟╡-1',нюпг-147,71056,72252,0
3725,'пш╟╡-1',нюпг-147,71056,72252,1
3726,'╠╠╬╘-1',нюпг-147,71069,72270,0
3727,'╠╠╬╘-1',нюпг-147,71069,72270,1
3728,'©Б╤Шюу-1',нюпг-114,71305,72330,0
3729,'©Б╤Шюу-1',нюпг-114,71305,72330,1
3730,'©╕й╡-2',нюпг-122,71133,72374,0
3731,'©╕й╡-2',нюпг-122,71133,72374,1
3732,'нзбЁд╬фК-2',нюпг-29,71212,72397,0
3733,'нзбЁд╬фК-2',нюпг-29,71212,72397,1
3734,'гЮ╣╨-2',нюпг-39,71255,72437,0
3735,'гЮ╣╨-2',нюпг-39,71255,72437,1
3736,'ю╜хЬ-1',нюпг-130,71408,72555,0
3737,'ю╜хЬ-1',нюпг-130,71408,72555,1
3738,'╪яд╬к╧-2',нюпг-66,71714,72606,0
3739,'╪яд╬к╧-2',нюпг-66,71714,72606,1
3740,'ю╜хЬ-2',нюпг-29,71478,72662,0
3741,'ю╜хЬ-2',нюпг-29,71478,72662,1
3742,'╧Ч╤Ш╠У-2',нюпг-48,71619,72679,0
3743,'╧Ч╤Ш╠У-2',нюпг-48,71619,72679,1
3744,'╧Ч╤Ш╠У-1',нюпг-48,71621,72681,0
3745,'╧Ч╤Ш╠У-1',нюпг-48,71621,72681,1
3746,'ю╪жщ-2',нюпг-122,71521,72687,0
3747,'ю╪жщ-2',нюпг-122,71521,72687,1
3748,'╨ёдо-1',нюпг-65,71776,72757,0
3749,'╨ёдо-1',нюпг-65,71776,72757,1
3750,'╬фх╙-1',нюпг-146,71566,72775,0
3751,'╬фх╙-1',нюпг-146,71566,72775,1
3752,'ю╔цВ-2',нюпг-130,71621,72789,0
3753,'ю╔цВ-2',нюпг-130,71621,72789,1
3754,'ю╔цВ-1',нюпг-130,71623,72790,0
3755,'ю╔цВ-1',нюпг-130,71623,72790,1
3756,'╨ёдо-2',нюпг-163,71674,72903,0
3757,'╨ёдо-2',нюпг-163,71674,72903,1
3758,'додЧ-2',нюпг-163,71698,72935,0
3759,'додЧ-2',нюпг-163,71698,72935,1
3760,'©Б╤Шюу-2',нюпг-18,72085,72944,0
3761,'©Б╤Шюу-2',нюпг-18,72085,72944,1
3762,'гьаК-1',нюпг-130,71771,72985,0
3763,'гьаК-1',нюпг-130,71771,72985,1
3764,'гьаК-2',нюпг-130,71773,72986,0
3765,'гьаК-2',нюпг-130,71773,72986,1
3766,'нзбЁд╬фК-1',нюпг-113,72092,72998,0
3767,'нзбЁд╬фК-1',нюпг-113,72092,72998,1
3768,'иНшз-2',нюпг-122,71826,73008,0
3769,'иНшз-2',нюпг-122,71826,73008,1
3770,'пш╟╡-2',нюпг-146,71827,73025,0
3771,'пш╟╡-2',нюпг-146,71827,73025,1
3772,'©╕й╡-1',нюпг-137,71845,73043,0
3773,'©╕й╡-1',нюпг-137,71845,73043,1
3774,'гЮ╣╨-1',нюпг-65,72189,73115,0
3775,'гЮ╣╨-1',нюпг-65,72189,73115,1
3776,'ио╨ё-2',нюпг-38,71946,73131,0
3777,'ио╨ё-2',нюпг-38,71946,73131,1
3778,'╬фх╙-2',нюпг-137,72176,73389,0
3779,'╬фх╙-2',нюпг-137,72176,73389,1
3780,'м╜╢╗-1',нюпг-121,72381,73473,0
3781,'м╜╢╗-1',нюпг-121,72381,73473,1
3782,'ю╪жщ-1',нюпг-137,72288,73475,0
3783,'ю╪жщ-1',нюпг-137,72288,73475,1
3784,'м╜╢╗-2',нюпг-121,72382,73475,0
3785,'м╜╢╗-2',нюпг-121,72382,73475,1
3786,'жьгЛ-2',нюпг-129,72353,73584,0
3787,'жьгЛ-2',нюпг-129,72353,73584,1
3788,'жьгЛ-1',нюпг-129,72355,73585,0
3789,'жьгЛ-1',нюпг-129,72355,73585,1
3790,'╠╠╬╘-2',нюпг-137,72410,73649,0
3791,'╠╠╬╘-2',нюпг-137,72410,73649,1
3792,'додЧ-1',нюпг-129,72480,73682,0
3793,'додЧ-1',нюпг-129,72480,73682,1
3794,'╪яд╬к╧-1',нюпг-137,72519,73720,0
3795,'╪яд╬к╧-1',нюпг-137,72519,73720,1
3796,'Ё╓╢╨-1',нюпг-129,72572,73744,0
3797,'Ё╓╢╨-1',нюпг-129,72572,73744,1
3798,'Ё╓╢╨-2',нюпг-129,72574,73745,0
3799,'Ё╓╢╨-2',нюпг-129,72574,73745,1
3800,'иНшз-1',нюпг-121,72597,73749,0
3801,'иНшз-1',нюпг-121,72597,73749,1
3802,'ио╨ё-1',нюпг-37,72600,73781,0
3803,'ио╨ё-1',нюпг-37,72600,73781,1
3804,'пш╟╡-1',нюпг-145,72599,73797,0
3805,'пш╟╡-1',нюпг-145,72599,73797,1
3806,'╠╠╬╘-1',нюпг-145,72611,73815,0
